,,,,,,,,,,% of FGA by Distance,,,,,,FG% by Distance,,,,,,% of FG Ast'd,,Dunks,,Corner 3s,,Heaves,,
328,Arron Afflalo,32,ORL,SG,53,3,682,0.401,17.1,0.568,0.093,0.123,0.154,0.198,0.432,0.413,0.733,0.45,0.36,0.281,0.386,0.632,0.926,0,0,0.414,0.276,0,0,
329,Marreese Speights,30,ORL,C,52,3,675,0.395,20.1,0.332,0.074,0.12,0.072,0.066,0.668,0.448,0.5,0.452,0.52,0.304,0.369,0.615,0.977,0.014,4,0.056,0.538,0,0,
330,Cedi Osman,22,CLE,SF,61,12,672,0.484,15.4,0.532,0.247,0.102,0.054,0.129,0.468,0.586,0.761,0.474,0.5,0.375,0.368,0.517,0.938,0.016,2,0.448,0.359,1,0,
331,Danilo Gallinari,29,LAC,SF,21,21,671,0.398,16.4,0.566,0.215,0.059,0.105,0.188,0.434,0.455,0.564,0.333,0.333,0.438,0.324,0.606,0.833,0.07,14,0.153,0.353,1,0,
332,Zach LaVine,22,CHI,SG,24,24,656,0.383,13.3,0.654,0.318,0.121,0.059,0.155,0.346,0.405,0.549,0.233,0.381,0.255,0.341,0.309,0.476,0.045,13,0.114,0.214,0,0,
333,Kobi Simmons,20,MEM,PG,32,12,643,0.423,11.3,0.794,0.312,0.196,0.153,0.132,0.206,0.46,0.712,0.324,0.345,0.2,0.282,0.435,0.818,0.042,8,0.308,0.333,3,0,
334,Sean Kilpatrick,28,4TM,SG,52,1,640,0.374,15.7,0.51,0.218,0.129,0.065,0.099,0.49,0.427,0.547,0.342,0.316,0.345,0.319,0.469,0.761,0.003,1,0.278,0.325,2,0,
334,Sean Kilpatrick,28,BRK,SG,16,0,183,0.287,16.4,0.506,0.172,0.149,0.08,0.103,0.494,0.318,0.4,0.308,0.143,0.333,0.256,0.5,0.636,0,0,0.163,0.286,2,0,
334,Sean Kilpatrick,28,MIL,SG,23,0,205,0.378,16.2,0.439,0.195,0.146,0.061,0.037,0.561,0.5,0.688,0.417,0.2,0.333,0.283,0.333,1,0,0,0.391,0.278,0,0,
334,Sean Kilpatrick,28,LAC,SG,4,0,38,0.389,15.2,0.611,0.222,0.111,0.111,0.167,0.389,0.364,0.5,0.5,0.5,0,0.429,0.75,0.333,0,0,0.286,0.5,0,0,
334,Sean Kilpatrick,28,CHI,SG,9,1,214,0.439,15,0.551,0.271,0.103,0.047,0.131,0.449,0.475,0.552,0.273,0.6,0.429,0.396,0.5,0.737,0.009,1,0.271,0.385,0,0,
335,Torrey Craig,27,DEN,SF,39,5,629,0.453,12.4,0.577,0.46,0.073,0.015,0.029,0.423,0.57,0.619,0.2,0.5,0.75,0.293,0.644,1,0.102,13,0.362,0.381,3,0,
336,Cody Zeller,25,CHO,C,33,0,627,0.545,4.8,0.981,0.622,0.192,0.019,0.135,0.019,0.542,0.608,0.467,0.667,0.381,0.667,0.795,1,0.109,16,0,,0,0,
337,JaVale McGee,30,GSW,C,65,17,615,0.621,4.4,0.973,0.621,0.215,0.073,0.064,0.027,0.638,0.75,0.489,0.25,0.5,0,0.824,,0.356,75,0.167,0,0,0,
338,Terrence Ross,26,ORL,SG,24,20,600,0.398,17.7,0.513,0.126,0.099,0.141,0.147,0.487,0.469,0.75,0.263,0.333,0.5,0.323,0.674,0.867,0.037,6,0.204,0.579,2,0,
339,Malik Beasley,21,DEN,SG,62,0,583,0.41,14.6,0.539,0.242,0.163,0.051,0.084,0.461,0.469,0.605,0.345,0.333,0.4,0.341,0.711,0.929,0.056,10,0.354,0.31,0,0,
340,Cameron Payne,23,CHI,PG,25,14,582,0.405,15.1,0.577,0.195,0.2,0.079,0.102,0.423,0.419,0.643,0.302,0.176,0.409,0.385,0.154,0.629,0.005,1,0.088,0.375,0,0,
341,Cheick Diallo,21,NOP,PF,52,0,581,0.58,5.9,1,0.477,0.239,0.176,0.108,0,0.58,0.75,0.452,0.484,0.263,,0.824,,0.136,22,,,0,0,
342,Khem Birch,25,ORL,C,42,0,578,0.54,4.2,1,0.587,0.238,0.159,0.016,0,0.54,0.662,0.433,0.3,0,,0.706,,0.246,24,,,0,0,
343,Brandon Paul,26,SAS,SG,64,2,576,0.433,14.1,0.575,0.315,0.11,0.047,0.094,0.425,0.548,0.7,0.5,0.167,0.25,0.278,0.675,0.933,0.094,9,0.278,0.267,1,0,
344,Alex Caruso,23,LAL,PG,37,7,562,0.431,13.5,0.629,0.319,0.121,0.112,0.078,0.371,0.507,0.703,0.429,0.231,0.222,0.302,0.514,0.615,0.052,4,0.116,0,1,0,
345,Joe Young,25,IND,PG,53,1,558,0.43,15.6,0.645,0.226,0.091,0.129,0.199,0.355,0.458,0.548,0.412,0.417,0.405,0.379,0.273,0.84,0.011,1,0.197,0.385,3,0,
346,Tarik Black,26,HOU,C,51,2,536,0.591,4.3,0.913,0.717,0.173,0,0.024,0.087,0.638,0.736,0.318,,0,0.091,0.824,1,0.315,36,0.273,0.333,1,0,
347,Jonathan Isaac,20,ORL,PF,27,10,536,0.379,13.8,0.683,0.186,0.124,0.193,0.179,0.317,0.394,0.815,0.5,0.143,0.154,0.348,0.667,1,0.11,14,0.413,0.263,0,0,
348,Joffrey Lauvergne,26,SAS,C,55,1,534,0.516,4.5,0.974,0.542,0.358,0.047,0.026,0.026,0.53,0.66,0.353,0.333,0.6,0,0.643,,0.132,21,0.6,0,1,0,
349,Nik Stauskas,24,2TM,SG,41,0,523,0.39,15.1,0.351,0.182,0.065,0.019,0.084,0.649,0.37,0.536,0.1,0,0.308,0.4,0.45,0.775,0.019,3,0.13,0.538,1,0,
349,Nik Stauskas,24,PHI,SG,6,0,45,0.25,11,0.75,0.5,0,0,0.25,0.25,0.333,0,,,1,0,1,,0,0,0,,0,0,
349,Nik Stauskas,24,BRK,SG,35,0,478,0.393,19.1,0.34,0.173,0.067,0.02,0.08,0.66,0.373,0.577,0.1,0,0.25,0.404,0.421,0.775,0.02,3,0.131,0.538,1,0,
350,Abdel Nader,24,BOS,SF,48,1,522,0.336,13.5,0.564,0.255,0.228,0.04,0.04,0.436,0.321,0.447,0.235,0.167,0.167,0.354,0.333,0.957,0.034,3,0.354,0.348,0,0,
351,Justin Anderson,24,PHI,SF,38,0,519,0.431,14.8,0.49,0.302,0.104,0.04,0.045,0.51,0.535,0.672,0.238,0.375,0.444,0.33,0.679,0.941,0.104,17,0.291,0.3,1,0,
352,Tyler Cavanaugh,23,ATL,PF,39,1,518,0.441,15.8,0.414,0.27,0.079,0.033,0.033,0.586,0.556,0.585,0.417,0.6,0.6,0.36,0.686,1,0.007,1,0.326,0.379,0,0,
353,Ivan Rabb,20,MEM,PF,36,5,516,0.566,7.5,1,0.461,0.145,0.151,0.243,0,0.566,0.686,0.409,0.478,0.486,,0.686,,0.151,22,,,0,0,
354,Raul Neto,25,UTA,PG,41,0,498,0.457,12.3,0.689,0.311,0.212,0.106,0.06,0.311,0.481,0.638,0.406,0.25,0.333,0.404,0.3,0.947,0,0,0.277,0.462,4,0,
355,Willy Hernangómez,23,2TM,C,48,1,495,0.555,5.3,0.927,0.573,0.268,0.043,0.049,0.073,0.566,0.66,0.455,0.429,0.125,0.417,0.674,1,0.122,20,0.25,0.667,0,0,
355,Willy Hernangómez,23,NYK,C,26,0,233,0.605,5.5,0.938,0.556,0.272,0.049,0.062,0.062,0.632,0.733,0.545,0.5,0.2,0.2,0.688,1,0.148,12,0,,0,0,
355,Willy Hernangómez,23,CHO,C,22,1,262,0.506,5.1,0.916,0.59,0.265,0.036,0.036,0.084,0.5,0.592,0.364,0.333,0,0.571,0.658,1,0.096,8,0.429,0.667,0,0,
356,Al Jefferson,33,IND,C,36,1,484,0.534,8.3,0.986,0.284,0.303,0.226,0.173,0.014,0.541,0.576,0.571,0.617,0.333,0,0.595,,0.043,9,0,,0,0,
357,Kyle Collinsworth,26,DAL,SF,32,2,480,0.384,7.6,0.828,0.354,0.384,0.081,0.01,0.172,0.415,0.486,0.395,0.25,0,0.235,0.294,1,0.051,5,0.353,0.167,0,0,
358,Damyean Dotson,23,NYK,SG,44,2,474,0.447,16.2,0.578,0.211,0.062,0.118,0.186,0.422,0.538,0.588,0.4,0.684,0.433,0.324,0.64,1,0.019,2,0.221,0.333,1,0,
359,Nerlens Noel,23,DAL,C,30,6,472,0.524,4.3,0.99,0.6,0.21,0.143,0.038,0.01,0.529,0.619,0.5,0.333,0,0,0.8,,0.229,19,0,,0,0,
360,Kenneth Faried,28,DEN,PF,32,7,461,0.514,4.5,0.993,0.514,0.365,0.088,0.027,0.007,0.517,0.566,0.444,0.462,0.75,0,0.697,,0.223,26,0,,1,0,
361,T.J. Leaf,20,IND,PF,53,0,459,0.471,11.3,0.691,0.36,0.162,0.096,0.074,0.309,0.489,0.612,0.318,0.462,0.3,0.429,0.5,1,0.051,7,0.333,0.357,0,0,
362,DeAndre' Bembry,23,ATL,SF,26,3,455,0.414,8.7,0.766,0.5,0.148,0.109,0.008,0.234,0.429,0.516,0.211,0.286,1,0.367,0.405,1,0.07,9,0.333,0.4,0,0,
363,Dorian Finney-Smith,24,DAL,PF,21,13,448,0.38,16.4,0.446,0.207,0.107,0.041,0.091,0.554,0.481,0.72,0.308,0,0.364,0.299,0.615,0.95,0.074,7,0.343,0.391,0,0,
364,Willie Reed,27,2TM,C,42,5,428,0.669,2.1,0.983,0.587,0.281,0.091,0.025,0.017,0.672,0.789,0.529,0.364,0.667,0.5,0.7,0,0.215,25,0,,0,0,
364,Willie Reed,27,LAC,C,39,5,419,0.667,4.1,0.983,0.583,0.283,0.092,0.025,0.017,0.669,0.786,0.529,0.364,0.667,0.5,0.696,0,0.208,24,0,,0,0,
364,Willie Reed,27,DET,C,3,0,9,1,0,1,1,0,0,0,0,1,1,,,,,1,,1,1,,,0,0,
365,Dwight Buycks,28,DET,PG,29,0,427,0.414,13.1,0.773,0.288,0.157,0.086,0.242,0.227,0.438,0.596,0.226,0.412,0.396,0.333,0.284,0.4,0,0,0.044,0.5,3,0,
366,Isaiah Canaan,26,2TM,SG,20,1,422,0.38,9.7,0.518,0.314,0.146,0.036,0.022,0.482,0.423,0.349,0.65,0.2,0.333,0.333,0.2,0.591,0,0,0.167,0.455,1,0,
366,Isaiah Canaan,26,HOU,SG,1,0,4,0,5,1,0,1,0,0,0,0,,0,,,,,,0,0,,,0,0,
366,Isaiah Canaan,26,PHO,PG,19,1,418,0.382,14.5,0.515,0.316,0.14,0.037,0.022,0.485,0.429,0.349,0.684,0.2,0.333,0.333,0.2,0.591,0,0,0.167,0.455,1,0,
367,Derrick Rose,29,2TM,PG,25,7,420,0.435,9.5,0.839,0.419,0.172,0.075,0.172,0.161,0.474,0.667,0.281,0.429,0.219,0.233,0.405,0.571,0.005,1,0.367,0.273,1,0,
367,Derrick Rose,29,CLE,PG,16,7,308,0.439,9.8,0.818,0.417,0.152,0.091,0.159,0.182,0.481,0.655,0.25,0.417,0.286,0.25,0.365,0.5,0,0,0.292,0.286,0,0,
367,Derrick Rose,29,MIN,PG,9,0,112,0.426,9.2,0.889,0.426,0.222,0.037,0.204,0.111,0.458,0.696,0.333,0.5,0.091,0.167,0.5,1,0.019,1,0.667,0.25,1,0,
368,Lucas Nogueira,25,TOR,C,49,3,418,0.613,6.6,0.763,0.7,0.063,0,0,0.238,0.721,0.768,0.2,,,0.263,0.818,1,0.375,29,0.211,0,0,0,
369,Shabazz Muhammad,25,2TM,SG,43,2,418,0.447,7.4,0.856,0.378,0.346,0.09,0.043,0.144,0.478,0.62,0.4,0.176,0.5,0.259,0.545,0.857,0.096,14,0.37,0.4,0,0,
369,Shabazz Muhammad,25,MIN,SF,32,2,301,0.388,8.2,0.843,0.322,0.388,0.091,0.041,0.157,0.422,0.538,0.383,0.091,0.6,0.211,0.535,1,0.099,9,0.368,0.286,0,0,
369,Shabazz Muhammad,25,MIL,SG,11,0,117,0.552,6.6,0.881,0.478,0.269,0.09,0.045,0.119,0.576,0.719,0.444,0.333,0.333,0.375,0.559,0.667,0.09,5,0.375,0.667,0,0,
370,Ivica Zubac,20,LAL,C,43,0,410,0.5,3.8,0.992,0.582,0.303,0.09,0.016,0.008,0.504,0.634,0.324,0.364,0,0,0.656,,0.189,19,0,,0,0,
371,Damion Lee,25,ATL,SG,15,11,404,0.408,14.6,0.605,0.178,0.217,0.132,0.079,0.395,0.511,0.778,0.303,0.45,0.583,0.25,0.66,1,0,0,0.3,0.389,1,0,
372,Danuel House Jr.,24,PHO,SG,23,3,403,0.434,13.5,0.55,0.372,0.109,0.008,0.062,0.45,0.577,0.688,0.357,1,0.25,0.259,0.512,0.867,0.147,16,0.293,0.412,1,0,
373,Ramon Sessions,31,2TM,PG,28,3,392,0.359,9.3,0.778,0.35,0.274,0.12,0.026,0.222,0.374,0.512,0.25,0.286,0.333,0.308,0.441,0.875,0.017,2,0.346,0.333,0,0,
373,Ramon Sessions,31,NYK,PG,13,3,167,0.321,8.7,0.792,0.377,0.283,0.132,0,0.208,0.357,0.5,0.2,0.286,,0.182,0.333,0.5,0,0,0.273,0,0,0,
373,Ramon Sessions,31,WAS,PG,15,0,225,0.391,10,0.766,0.328,0.266,0.109,0.047,0.234,0.388,0.524,0.294,0.286,0.333,0.4,0.526,1,0.031,2,0.4,0.5,0,0,
374,Ron Baker,24,NYK,SG,29,1,385,0.339,15.9,0.441,0.288,0.068,0,0.085,0.559,0.346,0.471,0,,0.2,0.333,0.556,0.727,0,0,0.333,0.364,0,0,
375,Shaquille Harrison,24,PHO,PG,23,2,384,0.476,6.5,0.79,0.677,0.089,0.024,0,0.21,0.541,0.607,0.091,0.333,,0.231,0.321,1,0.081,9,0.269,0.429,1,0,
376,Brandan Wright,30,2TM,PF,28,1,381,0.578,2.5,1,0.696,0.167,0.118,0.02,0,0.578,0.69,0.294,0.333,0.5,,0.814,,0.284,23,,,0,0,
376,Brandan Wright,30,MEM,PF,27,1,366,0.576,3.3,1,0.697,0.162,0.121,0.02,0,0.576,0.681,0.313,0.333,0.5,,0.825,,0.293,23,,,0,0,
376,Brandan Wright,30,HOU,PF,1,0,15,0.667,1.7,1,0.667,0.333,0,0,0,0.667,1,0,,,,0.5,,0,0,,,0,0,
377,Johnny O'Bryant,24,CHO,PF,36,0,379,0.398,13.4,0.749,0.216,0.158,0.257,0.117,0.251,0.422,0.649,0.222,0.364,0.4,0.326,0.574,0.929,0.029,5,0.093,0.25,2,0,
378,Myke Henry,25,MEM,SF,20,0,378,0.376,15.3,0.468,0.312,0.046,0.055,0.055,0.532,0.431,0.529,0.2,0.333,0.167,0.328,0.5,0.947,0.073,7,0.362,0.476,0,0,
379,Mike Conley,30,MEM,PG,12,12,373,0.381,14.8,0.542,0.25,0.137,0.095,0.06,0.458,0.44,0.571,0.391,0.25,0.3,0.312,0.2,0.542,0,0,0.091,0.143,0,0,
380,Timofey Mozgov,31,BRK,C,31,13,359,0.559,7.3,0.806,0.548,0.183,0.043,0.032,0.194,0.64,0.725,0.529,0.25,0.333,0.222,0.771,1,0.204,18,0.833,0.267,1,0,
381,Emeka Okafor,35,NOP,C,26,19,353,0.505,5.4,1,0.474,0.263,0.179,0.084,0,0.505,0.644,0.32,0.471,0.375,,0.792,,0.189,16,,,0,0,
382,Jahlil Okafor,22,2TM,C,28,0,353,0.558,6.7,0.971,0.428,0.377,0.159,0.007,0.029,0.567,0.678,0.538,0.364,0,0.25,0.487,0,0.072,10,0.5,0.5,0,0,
382,Jahlil Okafor,22,PHI,C,2,0,25,0.444,8.2,1,0.333,0.222,0.333,0.111,0,0.444,0.333,0.5,0.667,0,,0,,0,0,,,0,0,
382,Jahlil Okafor,22,BRK,C,26,0,328,0.566,5.1,0.969,0.434,0.388,0.147,0,0.031,0.576,0.696,0.54,0.316,,0.25,0.514,0,0.078,10,0.5,0.5,0,0,
383,JaKarr Sampson,24,SAC,SF,22,6,344,0.543,6.8,0.877,0.519,0.235,0.049,0.074,0.123,0.549,0.69,0.368,0.5,0.167,0.5,0.538,1,0.173,12,0.4,0.75,0,0,
384,Glenn Robinson III,24,IND,SF,23,1,338,0.424,14.9,0.6,0.188,0.153,0.082,0.176,0.4,0.431,0.625,0.385,0.429,0.267,0.412,0.636,1,0.035,3,0.471,0.625,0,0,
385,Boban Marjanović,29,2TM,C,39,1,337,0.534,4,1,0.453,0.432,0.088,0.027,0,0.534,0.731,0.391,0.308,0.25,,0.62,,0.155,20,,,0,0,
385,Boban Marjanović,29,DET,C,19,1,171,0.519,4.7,1,0.329,0.557,0.076,0.038,0,0.519,0.692,0.455,0.333,0.333,,0.707,,0.114,7,,,0,0,
385,Boban Marjanović,29,LAC,C,20,0,166,0.551,3.3,1,0.594,0.29,0.101,0.014,0,0.551,0.756,0.25,0.286,0,,0.526,,0.203,13,,,0,0,
386,Patrick Beverley,29,LAC,SG,11,11,334,0.403,15.3,0.496,0.227,0.151,0.067,0.05,0.504,0.407,0.593,0.333,0.25,0,0.4,0.25,0.792,0,0,0.183,0.273,0,0,
387,Henry Ellenson,21,DET,PF,38,0,329,0.363,14.6,0.589,0.164,0.253,0.089,0.082,0.411,0.384,0.75,0.243,0.231,0.25,0.333,0.455,1,0.021,3,0.217,0.308,0,0,
388,Luke Kornet,22,NYK,C,20,1,326,0.392,18.2,0.368,0.192,0.08,0.056,0.04,0.632,0.457,0.708,0.1,0.429,0,0.354,0.81,0.964,0.056,7,0.114,0.333,0,0,
389,Malachi Richardson,22,2TM,SG,26,4,324,0.333,17.9,0.556,0.233,0.078,0.067,0.178,0.444,0.36,0.333,0.286,0.333,0.438,0.3,0.611,0.833,0.011,1,0.225,0.333,0,0,
389,Malachi Richardson,22,SAC,SG,25,4,319,0.33,15.7,0.557,0.239,0.08,0.057,0.182,0.443,0.347,0.333,0.286,0.2,0.438,0.308,0.588,0.833,0.011,1,0.231,0.333,0,0,
389,Malachi Richardson,22,TOR,SG,1,0,5,0.5,20,0.5,0,0,0.5,0,0.5,1,,,1,,0,1,,0,0,0,,0,0,
390,Antonio Blakeney,21,CHI,SG,19,0,314,0.371,15.6,0.636,0.168,0.119,0.119,0.231,0.364,0.418,0.625,0.176,0.412,0.394,0.288,0.5,0.667,0.049,7,0.327,0.412,0,0,
391,Troy Williams,23,2TM,SF,21,1,307,0.468,13.8,0.651,0.514,0.064,0.028,0.046,0.349,0.563,0.625,0.429,0,0.4,0.289,0.6,1,0.193,19,0.184,0.286,0,0,
391,Troy Williams,23,HOU,SF,4,0,17,0.222,17.8,0.444,0.222,0,0.111,0.111,0.556,0.5,0.5,,0,1,0,0,,0,0,0,,0,0,
391,Troy Williams,23,NYK,SF,17,1,290,0.49,9.8,0.67,0.54,0.07,0.02,0.04,0.33,0.567,0.63,0.429,0,0.25,0.333,0.632,1,0.21,19,0.212,0.286,0,0,
392,Ryan Arcidiacono,23,CHI,PG,24,0,304,0.415,21.1,0.244,0.098,0.098,0,0.049,0.756,0.8,1,0.5,,1,0.29,0.5,0.889,0,0,0.323,0.6,1,0,
393,Rodney McGruder,26,MIA,SG,18,2,299,0.493,14.3,0.521,0.219,0.178,0.055,0.068,0.479,0.553,0.875,0.308,0.5,0.2,0.429,0.571,0.867,0,0,0.657,0.348,0,0,
394,Rodney Purvis,23,ORL,SG,16,2,290,0.327,18.6,0.514,0.121,0.047,0.103,0.243,0.486,0.4,0.538,0.4,0.364,0.346,0.25,0.591,0.846,0.009,0,0.288,0.2,1,0,
395,Jason Smith,31,WAS,C,33,2,285,0.391,14.6,0.722,0.209,0.096,0.13,0.287,0.278,0.494,0.708,0.182,0.4,0.485,0.125,0.854,1,0.043,5,0.344,0,0,0,
396,Jordan Mickey,23,MIA,PF,23,3,284,0.476,7.6,0.805,0.5,0.232,0.037,0.037,0.195,0.561,0.61,0.526,0,0.667,0.125,0.649,1,0.159,9,0.438,0.286,0,0,
397,Jamel Artis,25,ORL,SG,15,1,279,0.392,14.6,0.633,0.152,0.228,0.076,0.177,0.367,0.46,0.667,0.444,0.333,0.357,0.276,0.696,0.875,0.013,0,0.31,0.222,0,0,
398,Juancho Hernangómez,22,DEN,PF,25,3,277,0.387,16.8,0.333,0.2,0.133,0,0,0.667,0.6,0.8,0.3,,,0.28,0.533,0.929,0.027,2,0.34,0.412,0,0,
399,Iman Shumpert,27,CLE,SG,14,6,276,0.379,18.1,0.552,0.121,0.069,0.052,0.31,0.448,0.469,0.714,0.5,0.667,0.333,0.269,0.467,0.429,0.017,1,0.308,0.25,0,0,
400,Jamil Wilson,27,LAC,SF,15,10,274,0.469,21.4,0.222,0.074,0.049,0.025,0.074,0.778,0.611,0.833,0.25,0,0.833,0.429,0.818,1,0.025,2,0.095,0.333,0,0,
401,Tony Allen,36,NOP,SF,22,0,273,0.484,6.1,0.868,0.659,0.154,0,0.055,0.132,0.506,0.567,0.357,,0.2,0.333,0.7,1,0.022,2,0.333,0.75,1,0,
402,Meyers Leonard,25,POR,C,33,2,254,0.59,13.4,0.667,0.244,0.128,0.154,0.141,0.333,0.673,0.789,0.6,0.667,0.545,0.423,0.771,1,0.103,8,0.154,0.5,0,0,
403,Markelle Fultz,19,PHI,SG,14,0,253,0.405,6.2,0.991,0.369,0.351,0.207,0.063,0.009,0.409,0.659,0.205,0.348,0.286,0,0.333,,0.027,2,0,,0,0,
404,Derrick Jones Jr.,20,2TM,SF,20,8,245,0.396,11.3,0.66,0.358,0.245,0.057,0,0.34,0.514,0.684,0.385,0,,0.167,0.278,1,0.132,7,0.444,0.25,0,0,
404,Derrick Jones Jr.,20,PHO,SF,6,0,33,0.5,12.5,0.5,0.5,0,0,0,0.5,1,1,,,,0,0.5,,0.25,1,0.5,0,0,0,
404,Derrick Jones Jr.,20,MIA,SF,14,8,212,0.388,10.2,0.673,0.347,0.265,0.061,0,0.327,0.485,0.647,0.385,0,,0.188,0.25,1,0.122,6,0.438,0.286,0,0,
405,Davon Reed,22,PHO,SG,21,1,242,0.289,17.7,0.5,0.171,0.079,0.053,0.197,0.5,0.289,0.308,0.5,0.5,0.133,0.289,0.455,1,0,0,0.132,0,0,0,